Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T015_001,SE_T015_002,SE_T015_003,SE_T015_004,SE_T015_005,SE_T015_006,SE_T015_007,SE_T015_008,SE_T015_009,SE_T015_010,SE_T015_011,SE_T015_012,SE_T015_013,SE_T015_014,SE_T015_015,SE_T015_016,SE_T015_017,SE_T015_018,SE_T015_019,SE_T015_020,SE_T015_021,SE_T015_022,SE_T015_023,SE_T015_024,SE_T015_025,SE_T015_026,SE_T015_027,SE_T015_028,SE_T015_029,SE_T015_030,SE_T015_031,SE_T016_001,SE_T016_002,SE_T016_003,SE_T016_004,SE_T016_005,SE_T016_006,SE_T016_007,SE_T016_008,SE_T016_009,SE_T016_010,SE_T016_011,SE_T016_012,SE_T016_013,SE_T016_014,SE_T016_015,SE_T016_016,SE_T016_017,SE_T016_018,SE_T016_019
"50007000900","14000US50007000900","Census Tract 9, Chittenden County, Vermont","Census Tract 9, Chittenden County, Vermont","vt","140","00","ACSSF","0000688",,,,,"50","007",,,,"000900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2750,11822.27,0.232611888549291,2750,2570,69,15,21,0,2,73,2750,2715,2554,67,0,21,0,0,73,35,16,2,15,0,0,2,0,2750,2715,35,0,2,0,0,15,0,15,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,16,0,8,0,8,21,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"50007001000","14000US50007001000","Census Tract 10, Chittenden County, Vermont","Census Tract 10, Chittenden County, Vermont","vt","140","00","ACSSF","0000689",,,,,"50","007",,,,"001000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279,2279,3354.502,0.679385387113763,2279,1859,154,27,136,0,13,90,2279,2171,1751,154,27,136,0,13,90,108,108,0,0,0,0,0,0,2279,2171,108,0,18,0,43,47,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,25,0,0,0,29,0,0,0,14,0,0,0,0,0,0,33,35,0
"50007001100","14000US50007001100","Census Tract 11, Chittenden County, Vermont","Census Tract 11, Chittenden County, Vermont","vt","140","00","ACSSF","0000690",,,,,"50","007",,,,"001100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220,2220,3311.488,0.670393453560403,2220,1989,29,56,13,0,2,131,2220,2118,1945,29,0,13,0,0,131,102,44,0,56,0,0,2,0,2220,2118,102,11,6,27,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,56,0,0,0,56,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"50007002101","14000US50007002101","Census Tract 21.01, Chittenden County, Vermont","Census Tract 21.01, Chittenden County, Vermont","vt","140","00","ACSSF","0000691",,,,,"50","007",,,,"002101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2945,2945,118.2061,24.9141200654212,2945,2721,10,0,45,0,0,169,2945,2900,2676,10,0,45,0,0,169,45,45,0,0,0,0,0,0,2945,2900,45,10,9,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,45,12,0,0,7,5,0,0,0,21,0,0,0,0,0,0,0,0,0
"50007002102","14000US50007002102","Census Tract 21.02, Chittenden County, Vermont","Census Tract 21.02, Chittenden County, Vermont","vt","140","00","ACSSF","0000692",,,,,"50","007",,,,"002102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7588,7588,286.7061,26.4661241673707,7588,7349,24,0,57,18,0,140,7588,7536,7297,24,0,57,18,0,140,52,52,0,0,0,0,0,0,7588,7536,52,0,15,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,0,16,0,0,0,16,57,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,24,0,0
"50007002200","14000US50007002200","Census Tract 22, Chittenden County, Vermont","Census Tract 22, Chittenden County, Vermont","vt","140","00","ACSSF","0000693",,,,,"50","007",,,,"002200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8343,8343,427.25,19.5272070758629,8343,7685,85,22,269,0,30,252,8343,8129,7525,78,22,269,0,28,207,214,160,7,0,0,0,2,45,8343,8129,214,39,41,6,21,41,0,0,3,0,0,38,0,53,0,13,4,36,0,0,0,0,0,0,13,8,5,0,0,269,52,0,0,110,0,0,0,0,27,0,3,0,0,0,1,76,0,0
"50007002301","14000US50007002301","Census Tract 23.01, Chittenden County, Vermont","Census Tract 23.01, Chittenden County, Vermont","vt","140","00","ACSSF","0000694",,,,,"50","007",,,,"002301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2271,2271,353.2605,6.42868345335963,2271,2163,6,0,22,0,12,68,2271,2257,2149,6,0,22,0,12,68,14,14,0,0,0,0,0,0,2271,2257,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,22,0,0,0,0,15,0,0,0,7,0,0,0,0,0,0,0,0,0
"50007002302","14000US50007002302","Census Tract 23.02, Chittenden County, Vermont","Census Tract 23.02, Chittenden County, Vermont","vt","140","00","ACSSF","0000695",,,,,"50","007",,,,"002302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6635,6635,639.923,10.3684356838719,6635,6432,62,0,0,0,0,141,6635,6544,6341,62,0,0,0,0,141,91,91,0,0,0,0,0,0,6635,6544,91,42,12,23,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50007002400","14000US50007002400","Census Tract 24, Chittenden County, Vermont","Census Tract 24, Chittenden County, Vermont","vt","140","00","ACSSF","0000696",,,,,"50","007",,,,"002400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140,3140,5370.878,0.584634368962327,3140,2574,380,7,124,0,0,55,3140,3097,2538,380,0,124,0,0,55,43,36,0,7,0,0,0,0,3140,3097,43,7,0,29,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,64,39,0
"50007002500","14000US50007002500","Census Tract 25, Chittenden County, Vermont","Census Tract 25, Chittenden County, Vermont","vt","140","00","ACSSF","0000697",,,,,"50","007",,,,"002500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110,4110,4863.796,0.845018973060879,4110,3803,119,3,101,0,0,84,4110,4021,3728,119,3,101,0,0,70,89,75,0,0,0,0,0,14,4110,4021,89,0,61,0,0,6,0,0,0,0,0,6,0,22,0,0,0,13,0,4,5,0,0,0,0,0,0,0,0,101,24,0,0,1,0,0,0,32,4,18,0,0,0,0,0,0,0,22
"50007002601","14000US50007002601","Census Tract 26.01, Chittenden County, Vermont","Census Tract 26.01, Chittenden County, Vermont","vt","140","00","ACSSF","0000698",,,,,"50","007",,,,"002601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5328,5328,1785.024,2.98483313436201,5328,4935,117,0,137,0,0,139,5328,5295,4902,117,0,137,0,0,139,33,33,0,0,0,0,0,0,5328,5295,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,23,0
"50007002602","14000US50007002602","Census Tract 26.02, Chittenden County, Vermont","Census Tract 26.02, Chittenden County, Vermont","vt","140","00","ACSSF","0000699",,,,,"50","007",,,,"002602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4224,4224,2462.242,1.71550987881025,4224,3812,72,0,224,0,0,116,4224,4224,3812,72,0,224,0,0,116,0,0,0,0,0,0,0,0,4224,4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,24,0,0,24,60,0,0,0,0,0,0,65,0,0,0,51,0,0
"50007002701","14000US50007002701","Census Tract 27.01, Chittenden County, Vermont","Census Tract 27.01, Chittenden County, Vermont","vt","140","00","ACSSF","0000700",,,,,"50","007",,,,"002701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5596,5596,359.6518,15.5594944841443,5596,5239,145,0,48,0,99,65,5596,5389,5153,145,0,48,0,0,43,207,86,0,0,0,0,99,22,5596,5389,207,0,24,0,0,34,0,34,0,0,0,0,0,149,0,65,84,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0
"50007002702","14000US50007002702","Census Tract 27.02, Chittenden County, Vermont","Census Tract 27.02, Chittenden County, Vermont","vt","140","00","ACSSF","0000701",,,,,"50","007",,,,"002702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024,5024,270.6371,18.5636010668775,5024,4805,101,0,51,0,25,42,5024,4930,4736,101,0,51,0,0,42,94,69,0,0,0,0,25,0,5024,4930,94,59,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,7,51,0,0,0,24,0,0,0,0,0,0,0,12,0,0,0,15,0,0
"50007002800","14000US50007002800","Census Tract 28, Chittenden County, Vermont","Census Tract 28, Chittenden County, Vermont","vt","140","00","ACSSF","0000702",,,,,"50","007",,,,"002800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040,5040,142.3953,35.3944280822923,5040,4864,28,34,24,0,21,69,5040,5023,4847,28,34,24,0,21,69,17,17,0,0,0,0,0,0,5040,5023,17,11,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,24,4,0,0,9,5,0,0,0,6,0,0,0,0,0,0,0,0,0
"50007002900","14000US50007002900","Census Tract 29, Chittenden County, Vermont","Census Tract 29, Chittenden County, Vermont","vt","140","00","ACSSF","0000703",,,,,"50","007",,,,"002900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224,6224,46.91441,132.667128959671,6224,6002,25,42,67,0,0,88,6224,6194,5972,25,42,67,0,0,88,30,30,0,0,0,0,0,0,6224,6194,30,6,11,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,67,0,0,0,12,36,0,0,3,0,0,0,0,0,0,0,16,0,0
"50007003000","14000US50007003000","Census Tract 30, Chittenden County, Vermont","Census Tract 30, Chittenden County, Vermont","vt","140","00","ACSSF","0000704",,,,,"50","007",,,,"003000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4114,4114,127.6591,32.2264473812234,4114,3893,55,0,77,0,0,89,4114,4097,3876,55,0,77,0,0,89,17,17,0,0,0,0,0,0,4114,4097,17,7,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,58,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"50007003100","14000US50007003100","Census Tract 31, Chittenden County, Vermont","Census Tract 31, Chittenden County, Vermont","vt","140","00","ACSSF","0000705",,,,,"50","007",,,,"003100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8932,8932,296.9522,30.0789161957507,8932,8358,83,12,255,0,61,163,8932,8735,8194,83,12,255,0,28,163,197,164,0,0,0,0,33,0,8932,8735,197,62,0,0,0,19,0,19,0,0,0,0,0,64,50,0,0,0,0,0,14,0,0,0,52,32,19,0,1,255,0,0,0,51,108,0,0,0,0,0,0,0,0,0,32,64,0,0
"50007003301","14000US50007003301","Census Tract 33.01, Chittenden County, Vermont","Census Tract 33.01, Chittenden County, Vermont","vt","140","00","ACSSF","0000706",,,,,"50","007",,,,"003301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3728,3728,607.5835,6.1357820962877,3728,3247,39,0,353,0,0,89,3728,3628,3158,39,0,353,0,0,78,100,89,0,0,0,0,0,11,3728,3628,100,59,0,0,0,12,0,12,0,0,0,0,0,29,0,0,0,11,0,0,18,0,0,0,0,0,0,0,0,353,131,0,0,125,22,0,0,0,11,0,0,0,0,0,0,64,0,0
"50007003304","14000US50007003304","Census Tract 33.04, Chittenden County, Vermont","Census Tract 33.04, Chittenden County, Vermont","vt","140","00","ACSSF","0000707",,,,,"50","007",,,,"003304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6133,6133,1870.336,3.2790904822725,6133,5691,218,0,61,0,27,136,6133,6032,5634,218,0,61,0,0,119,101,57,0,0,0,0,27,17,6133,6032,101,45,1,0,1,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,38,38,0,0,0,61,18,0,0,10,0,0,0,0,17,0,0,0,0,0,0,0,16,0
"50007003400","14000US50007003400","Census Tract 34, Chittenden County, Vermont","Census Tract 34, Chittenden County, Vermont","vt","140","00","ACSSF","0000708",,,,,"50","007",,,,"003400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7452,7452,306.5514,24.3091350230194,7452,7218,0,10,94,0,13,117,7452,7314,7138,0,10,94,0,0,72,138,80,0,0,0,0,13,45,7452,7314,138,16,0,0,0,45,45,0,0,0,0,0,0,42,0,0,0,0,29,0,13,0,0,0,35,0,35,0,0,94,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50007003501","14000US50007003501","Census Tract 35.01, Chittenden County, Vermont","Census Tract 35.01, Chittenden County, Vermont","vt","140","00","ACSSF","0000709",,,,,"50","007",,,,"003501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3810,3810,92.34475,41.2584367186257,3810,3611,0,0,40,0,105,54,3810,3675,3581,0,0,40,0,0,54,135,30,0,0,0,0,105,0,3810,3675,135,114,0,0,0,0,0,0,0,0,0,0,0,21,0,0,12,0,0,9,0,0,0,0,0,0,0,0,0,40,21,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"50007003502","14000US50007003502","Census Tract 35.02, Chittenden County, Vermont","Census Tract 35.02, Chittenden County, Vermont","vt","140","00","ACSSF","0000710",,,,,"50","007",,,,"003502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5223,5223,121.5063,42.9854408591854,5223,4957,16,0,60,0,0,190,5223,5218,4953,15,0,60,0,0,190,5,4,1,0,0,0,0,0,5223,5218,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,15,0,0,0,15,0,0,0,0,30,0,0,0,0
"50007003503","14000US50007003503","Census Tract 35.03, Chittenden County, Vermont","Census Tract 35.03, Chittenden County, Vermont","vt","140","00","ACSSF","0000711",,,,,"50","007",,,,"003503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,1967,45.84876,42.9019223255088,1967,1912,9,4,3,0,25,14,1967,1899,1871,9,4,3,0,0,12,68,41,0,0,0,0,25,2,1967,1899,68,12,0,0,0,44,0,24,20,0,0,0,0,9,0,0,0,6,3,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50007003600","14000US50007003600","Census Tract 36, Chittenden County, Vermont","Census Tract 36, Chittenden County, Vermont","vt","140","00","ACSSF","0000712",,,,,"50","007",,,,"003600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3929,3929,1608.901,2.44203988589909,3929,3564,39,19,89,0,39,179,3929,3816,3483,39,19,89,0,16,170,113,81,0,0,0,0,23,9,3929,3816,113,9,63,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50007003900","14000US50007003900","Census Tract 39, Chittenden County, Vermont","Census Tract 39, Chittenden County, Vermont","vt","140","00","ACSSF","0000713",,,,,"50","007",,,,"003900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320,6320,5816.758,1.08651584486106,6320,5809,139,0,196,7,26,143,6320,6076,5652,120,0,176,7,0,121,244,157,19,0,20,0,26,22,6320,6076,244,23,61,25,24,24,9,0,15,0,0,0,0,53,0,8,0,13,0,0,23,0,4,5,34,11,14,0,9,196,8,0,0,107,5,0,0,7,32,0,4,12,0,4,0,11,3,3
"50007004002","14000US50007004002","Census Tract 40.02, Chittenden County, Vermont","Census Tract 40.02, Chittenden County, Vermont","vt","140","00","ACSSF","0000714",,,,,"50","007",,,,"004002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4588,4588,1285.249,3.56973738874466,4588,4094,170,34,208,0,48,34,4588,4335,3900,170,34,208,0,0,23,253,194,0,0,0,0,48,11,4588,4335,253,183,0,11,0,11,0,11,0,0,0,0,0,48,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,208,49,0,0,28,0,0,0,0,0,0,0,0,0,0,24,42,65,0
"50007980000","14000US50007980000","Census Tract 9800, Chittenden County, Vermont","Census Tract 9800, Chittenden County, Vermont","vt","140","00","ACSSF","0000715",,,,,"50","007",,,,"980000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.06570030440295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50009950100","14000US50009950100","Census Tract 9501, Essex County, Vermont","Census Tract 9501, Essex County, Vermont","vt","140","00","ACSSF","0000716",,,,,"50","009",,,,"950100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2018,5.554953,363.279422144041,2018,1970,23,0,3,0,5,17,2018,1987,1948,23,0,3,0,3,10,31,22,0,0,0,0,2,7,2018,1987,31,1,2,0,0,8,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,7,8,0,0,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
"50009950200","14000US50009950200","Census Tract 9502, Essex County, Vermont","Census Tract 9502, Essex County, Vermont","vt","140","00","ACSSF","0000717",,,,,"50","009",,,,"950200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,939,18.10599,51.8612935658389,939,905,10,0,5,0,0,19,939,939,905,10,0,5,0,0,19,0,0,0,0,0,0,0,0,939,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"50009950500","14000US50009950500","Census Tract 9505, Essex County, Vermont","Census Tract 9505, Essex County, Vermont","vt","140","00","ACSSF","0000718",,,,,"50","009",,,,"950500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274,3274,13.17732,248.457182040998,3274,3148,13,27,10,0,10,66,3274,3233,3133,9,27,10,0,0,54,41,15,4,0,0,0,10,12,3274,3233,41,3,33,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,2,0,0
"50011010100","14000US50011010100","Census Tract 101, Franklin County, Vermont","Census Tract 101, Franklin County, Vermont","vt","140","00","ACSSF","0000719",,,,,"50","011",,,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7145,7145,55.85576,127.918764102382,7145,6755,22,29,15,4,34,286,7145,7029,6677,18,29,15,4,0,286,116,78,4,0,0,0,34,0,7145,7029,116,110,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,15,5,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"50011010200","14000US50011010200","Census Tract 102, Franklin County, Vermont","Census Tract 102, Franklin County, Vermont","vt","140","00","ACSSF","0000720",,,,,"50","011",,,,"010200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4531,4531,50.21423,90.2333941315558,4531,4350,4,50,4,0,6,117,4531,4409,4241,4,50,4,0,0,110,122,109,0,0,0,0,6,7,4531,4409,122,106,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"50011010300","14000US50011010300","Census Tract 103, Franklin County, Vermont","Census Tract 103, Franklin County, Vermont","vt","140","00","ACSSF","0000721",,,,,"50","011",,,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3413,3413,34.25068,99.6476524215556,3413,3313,19,11,0,0,48,22,3413,3358,3258,19,11,0,0,48,22,55,55,0,0,0,0,0,0,3413,3358,55,44,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50011010400","14000US50011010400","Census Tract 104, Franklin County, Vermont","Census Tract 104, Franklin County, Vermont","vt","140","00","ACSSF","0000722",,,,,"50","011",,,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3407,3407,30.44228,111.916725482898,3407,3354,4,9,3,0,4,33,3407,3356,3331,0,9,0,0,0,16,51,23,4,0,3,0,4,17,3407,3356,51,33,0,0,0,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,10,10,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"50011010500","14000US50011010500","Census Tract 105, Franklin County, Vermont","Census Tract 105, Franklin County, Vermont","vt","140","00","ACSSF","0000723",,,,,"50","011",,,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6433,6433,133.9338,48.0312032333741,6433,6145,9,74,0,0,0,205,6433,6331,6043,9,74,0,0,0,205,102,102,0,0,0,0,0,0,6433,6331,102,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50011010600","14000US50011010600","Census Tract 106, Franklin County, Vermont","Census Tract 106, Franklin County, Vermont","vt","140","00","ACSSF","0000724",,,,,"50","011",,,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6157,6157,166.3092,37.021413226625,6157,5815,109,54,16,0,0,163,6157,6118,5777,109,53,16,0,0,163,39,38,0,1,0,0,0,0,6157,6118,39,9,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"50011010700","14000US50011010700","Census Tract 107, Franklin County, Vermont","Census Tract 107, Franklin County, Vermont","vt","140","00","ACSSF","0000725",,,,,"50","011",,,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3423,3423,3296.526,1.03836581482231,3423,3036,17,3,44,0,112,211,3423,3396,3036,17,3,44,0,111,185,27,0,0,0,0,0,1,26,3423,3396,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,44,0,0,0,21,15,0,0,0,8,0,0,0,0,0,0,0,0,0
"50011010800","14000US50011010800","Census Tract 108, Franklin County, Vermont","Census Tract 108, Franklin County, Vermont","vt","140","00","ACSSF","0000726",,,,,"50","011",,,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3466,3466,3510.037,0.98745399592585,3466,3324,23,0,56,0,1,62,3466,3457,3316,23,0,56,0,0,62,9,8,0,0,0,0,1,0,3466,3457,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,56,0,0,0,24,0,0,0,0,0,0,0,0,0,0,32,0,0,0
"50011010900","14000US50011010900","Census Tract 109, Franklin County, Vermont","Census Tract 109, Franklin County, Vermont","vt","140","00","ACSSF","0000727",,,,,"50","011",,,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4610,4610,117.2273,39.3253157929689,4610,4397,0,0,10,0,9,194,4610,4558,4392,0,0,10,0,0,156,52,5,0,0,0,0,9,38,4610,4558,52,0,0,0,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,5,10,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"50011011000","14000US50011011000","Census Tract 110, Franklin County, Vermont","Census Tract 110, Franklin County, Vermont","vt","140","00","ACSSF","0000728",,,,,"50","011",,,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641,5641,72.70666,77.5857432544089,5641,5526,0,28,9,36,0,42,5641,5583,5504,0,28,9,0,0,42,58,22,0,0,0,36,0,0,5641,5583,58,22,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,1,0
"50013020100","14000US50013020100","Census Tract 201, Grand Isle County, Vermont","Census Tract 201, Grand Isle County, Vermont","vt","140","00","ACSSF","0000729",,,,,"50","013",,,,"020100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3139,3139,62.18388,50.4793226841205,3139,2979,0,17,11,0,7,125,3139,3094,2951,0,14,11,0,5,113,45,28,0,3,0,0,2,12,3139,3094,45,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0
